TIMESTAMP,TEMPERATURE_temp1[degC],WINDSPEED_wspd1[m/s],WINDDIR_wdir1[deg],INSOLATION_irrad1[kW/m2],INSOLATION_irrad2[kW/m2],door1,door2,doorx1,doorx2,doorx3,doorx4,doorx5,doorx6,doorx7
352000,12.4,2.4,149,-0.004,0,0,0,1,1,1,0,1,0,1
353000,12.4,2.4,149,-0.004,0,0,0,1,1,1,0,1,0,1
354001,12.4,2.4,149,-0.004,0,0,0,1,1,1,0,1,0,1
354999,12.4,2.4,149,-0.004,0,0,0,1,1,1,0,1,0,1
356000,12.4,2.4,149,-0.004,0,0,0,1,1,1,0,1,0,1
357000,12.4,2.4,149,-0.004,0,0,0,1,1,1,0,1,0,1
358000,12.4,2.1,148,-0.004,0,0,0,1,1,1,0,1,0,1
359000,12.4,2.2,149,-0.004,0,0,0,1,1,1,0,1,0,1
360000,12.4,2.1,150,-0.004,0,0,0,1,1,1,0,1,0,1
360999,12.4,2.1,156,-0.004,0,0,0,1,1,1,0,1,0,0
361999,12.4,2.2,155,-0.004,0,0,0,1,1,1,0,1,0,0
363000,12.4,2.5,154,-0.004,0,0,0,1,1,1,0,1,0,0
363999,12.4,2.4,150,-0.004,0,0,0,1,1,1,0,1,0,0
365000,12.4,2.7,148,-0.004,0,0,0,1,1,1,0,1,0,0
366000,12.4,2.8,148,-0.004,0,0,0,1,1,1,0,1,0,0
366999,12.4,2.7,147,-0.004,0,0,0,1,1,1,0,1,0,0
368001,12.4,2.5,147,-0.004,0,0,0,1,1,1,0,1,0,0
368999,12.4,2.5,148,-0.004,0,0,0,1,1,1,0,1,0,0
370000,12.4,2.4,148,-0.004,0,0,0,1,1,1,0,1,0,0
371000,12.4,2.5,159,-0.004,0,0,0,1,1,1,0,1,0,0
372000,12.4,2.4,153,-0.004,0,0,0,1,1,1,0,1,0,0
373000,12.4,2.3,159,-0.004,0,0,0,1,1,1,0,1,0,0
374000,12.4,2.3,154,-0.004,0,0,0,1,1,1,0,1,0,0
375000,12.4,2.3,158,-0.004,0,0,0,1,1,1,0,1,0,0
376000,12.4,2.5,157,-0.004,0,0,0,1,1,1,0,1,0,0
377004,12.4,2.8,155,-0.004,-0.002,0,0,1,1,1,0,1,0,0
378000,12.4,2.8,149,-0.004,0,0,0,1,1,1,0,1,0,0
379000,12.4,2.8,149,-0.004,0,0,0,1,1,1,0,1,0,0
380000,12.4,3,149,-0.004,0,0,0,1,1,1,0,1,0,0
380999,12.4,3,149,-0.004,0,0,0,1,1,1,0,1,0,0
381999,12.4,2.8,144,-0.004,0,0,0,1,1,1,0,1,0,0
383000,12.4,2.8,148,-0.004,0,0,0,1,1,1,0,1,0,0
384000,12.4,2.7,151,-0.004,0,0,0,1,1,1,0,1,0,0
384999,12.4,2.8,161,-0.004,0,0,0,1,1,1,0,1,0,0
386000,12.4,2.9,159,-0.004,0,0,0,1,1,1,0,1,0,0
386999,12.4,3,155,-0.004,-26.077,0,0,1,1,1,0,1,0,0
388000,12.4,3,154,-0.004,0,0,0,1,1,1,0,1,0,0
389000,12.4,3,155,-0.004,0,0,0,1,1,1,0,1,0,0
390000,12.4,2.8,152,-0.004,0,0,0,1,1,1,0,1,0,0
391000,12.4,2.7,154,-0.004,0,0,0,1,1,1,0,1,0,0
392000,12.4,2.8,158,-0.004,0,0,0,1,1,1,0,1,0,0
393000,12.4,2.9,160,-0.004,0,0,0,1,1,1,0,1,0,0
393999,12.4,2.9,168,-0.004,0,0,0,1,1,1,0,1,0,0
394999,12.4,2.8,169,-0.004,0,0,0,1,1,1,0,1,0,0
395999,12.4,2.7,159,-0.004,0,0,0,1,1,1,0,1,0,0
397000,12.4,2.7,155,-0.004,0,0,0,1,1,1,0,0,1,0
398000,12.4,2.7,155,-0.004,0,0,0,1,1,1,0,0,1,0
399000,12.4,2.6,155,-0.004,0,0,0,1,1,1,0,0,1,0
400000,12.4,2.5,153,-0.004,0,0,0,1,1,1,0,0,1,0
400999,12.4,2.4,154,-0.004,0,0,0,1,1,1,0,0,1,0
403000,12.4,2.5,156,-0.004,0,0,0,1,1,1,0,0,1,0
404000,12.4,1.9,149,-0.004,0,0,0,1,1,1,0,0,1,0
405000,12.4,2.5,166,-0.004,0,0,0,1,1,1,0,0,1,0
406000,12.4,2.4,169,-0.004,0,0,0,1,1,1,0,0,1,0
406999,12.4,2.6,168,-0.004,0,0,0,1,1,1,0,0,1,0
407999,12.4,2.6,169,-0.004,0,0,0,1,1,1,0,0,1,0
408999,12.4,2.6,166,-0.004,-0.002,0,0,1,1,1,0,0,1,0
410000,12.4,2.4,166,-0.004,0,0,0,1,1,1,0,0,1,0
410999,12.4,2.2,167,-0.004,-0.002,0,0,1,1,1,0,0,1,0
412000,12.4,2.2,168,-0.004,0,0,0,1,1,1,0,0,1,0
413000,12.4,2.3,171,-0.004,0,0,0,1,1,1,0,0,1,0
414006,12.4,2.3,170,-0.004,0,0,0,1,1,1,0,0,1,0
415000,12.4,2.3,167,-0.004,0,0,0,1,1,1,0,0,1,0
415999,12.4,2.3,169,-0.004,0,0,0,1,1,1,0,0,1,0
417000,12.4,2.4,169,-0.004,0,0,0,1,1,1,0,0,1,0
418000,12.4,2.4,169,-0.004,0,0,0,1,1,1,0,0,1,0
418999,12.4,2.3,170,-0.004,0,0,0,1,1,1,0,0,1,0
420000,12.4,2.3,172,-0.004,0,0,0,1,1,1,0,0,1,0
421000,12.4,2.1,172,-0.004,0,0,0,1,1,1,0,0,1,0
422000,12.4,2,167,-0.004,0,0,0,1,1,1,0,0,1,0
423000,12.4,2.1,167,-0.004,0,0,0,1,1,1,0,0,1,0
424000,12.4,2.7,166,-0.004,0,0,0,1,1,1,0,0,1,0
425000,12.4,2.8,168,-0.004,0,0,0,1,1,1,0,0,1,0
425999,12.4,2.9,169,-0.004,0,0,0,1,1,1,0,0,1,0
427000,12.4,3.1,166,-0.004,0,0,0,1,1,1,0,0,1,0
427999,12.4,3.1,168,-0.004,0,0,0,1,1,1,0,0,1,0
429000,12.4,2.9,168,-0.004,0,0,0,1,1,1,0,0,1,0
430000,12.4,2.7,165,-0.004,0,0,0,1,1,1,0,0,1,0
431000,12.4,2.7,153,-0.004,0,0,0,1,1,1,0,0,1,0
431999,12.4,2.8,156,-0.004,0,0,0,1,1,1,0,0,1,0
432999,12.4,3,165,-0.004,0,0,0,1,1,1,0,0,1,0
434001,12.4,2.9,167,-0.004,0,0,0,1,1,1,0,0,0,1
434999,12.4,3,162,-0.004,0,0,0,1,1,1,0,0,0,1
436000,12.4,3.1,159,-0.004,0,0,0,1,1,1,0,0,0,1
436999,12.4,3.1,156,-0.004,0,0,0,1,1,1,0,0,0,1
437999,12.4,3,157,-0.004,0,0,0,1,1,1,0,0,0,1
438999,12.4,3,161,-0.004,0,0,0,1,1,1,0,0,0,1
440000,12.4,2.8,161,-0.004,0,0,0,1,1,1,0,0,0,1
440999,12.4,2.9,161,-0.004,0,0,0,1,1,1,0,0,0,1
442000,12.4,2.9,152,-0.004,0,0,0,1,1,1,0,0,0,1
442999,12.4,2.8,153,-0.004,0,0,0,1,1,1,0,0,0,1
444000,12.4,3,154,-0.004,0,0,0,1,1,1,0,0,0,1
445000,12.4,3.1,155,-0.004,0,0,0,1,1,1,0,0,0,1
445999,12.4,3.2,157,-0.004,0,0,0,1,1,1,0,0,0,1
446999,12.4,3.3,162,-0.004,0,0,0,1,1,1,0,0,0,1
447999,12.4,3.1,167,-0.004,0,0,0,1,1,1,0,0,0,1
449000,12.4,3,166,-0.004,0,0,0,1,1,1,0,0,0,1
450000,12.4,3,166,-0.004,0,0,0,1,1,1,0,0,0,1
451000,12.4,3,161,-0.004,0,0,0,1,1,1,0,0,0,1
451999,12.4,2.9,163,-0.004,0,0,0,1,1,1,0,0,0,1
452999,12.4,2.7,165,-0.004,0,0,0,1,1,1,0,0,0,1
454001,12.4,2.6,165,-0.004,0,0,0,1,1,1,0,0,0,1
455000,12.4,2.6,164,-0.004,0,0,0,1,1,1,0,0,0,1
455999,12.4,2.6,163,-0.004,0,0,0,1,1,1,0,0,0,1
457000,12.4,2.4,163,-0.004,0,0,0,1,1,1,0,0,0,1
458000,12.4,2.4,163,-0.004,0,0,0,1,1,1,0,0,0,1
458999,12.4,2.4,161,-0.004,0,0,0,1,1,1,0,0,0,1
460000,12.4,2.4,162,-0.004,0,0,0,1,1,1,0,0,0,1
460999,12.4,2.1,163,-0.004,0,0,0,1,1,1,0,0,0,1
461999,12.4,2,163,-0.004,0,0,0,1,1,1,0,0,0,1
463000,12.4,2,162,-0.004,0,0,0,1,1,1,0,0,0,1
464000,12.4,1.9,163,-0.004,0,0,0,1,1,1,0,0,0,1
465000,12.4,2,157,-0.004,0,0,0,1,1,1,0,0,0,1
465999,12.4,1.9,157,-0.004,0,0,0,1,1,1,0,0,0,1
467001,12.4,1.8,157,-0.004,0,0,0,1,1,1,0,0,0,1
467999,12.4,1.7,157,-0.004,0,0,0,1,1,1,0,0,0,1
468999,12.4,1.6,158,-0.004,0,0,0,1,1,1,0,0,0,1
470000,12.4,1.7,158,-0.004,0,0,0,1,1,0,1,1,1,1
471000,12.4,1.7,158,-0.004,0,0,0,1,1,0,1,1,1,1
472001,12.4,1.7,155,-0.004,0,0,0,1,1,0,1,1,1,1
472999,12.4,1.9,152,-0.004,0,0,0,1,1,0,1,1,1,1
473999,12.4,1.9,152,-0.004,0,0,0,1,1,0,1,1,1,1
474999,12.4,1.9,152,-0.004,0,0,0,1,1,0,1,1,1,1
476000,12.4,2.1,153,-0.004,0,0,0,1,1,0,1,1,1,1
477000,12.4,2.5,158,-0.004,0,0,0,1,1,0,1,1,1,1
478000,12.4,2.8,158,-0.004,0,0,0,1,1,0,1,1,1,1
479000,12.4,2.9,163,-0.004,0,0,0,1,1,0,1,1,1,1
479999,12.4,2.8,164,-0.004,0,0,0,1,1,0,1,1,1,1
480999,12.4,2.8,164,-0.004,0,0,0,1,1,0,1,1,1,1
481999,12.4,2.8,166,-0.004,0,0,0,1,1,0,1,1,1,1
482999,12.4,2.5,166,-0.004,0,0,0,1,1,0,1,1,1,1
484000,12.4,2.3,159,-0.004,0,0,0,1,1,0,1,1,1,1
485000,12.4,2.3,160,-0.004,0,0,0,1,1,0,1,1,1,1
486000,12.4,2.3,160,-0.004,0,0,0,1,1,0,1,1,1,1
487000,12.4,2.2,167,-0.004,0,0,0,1,1,0,1,1,1,1
487999,12.4,2.2,167,-0.004,0,0,0,1,1,0,1,1,1,1
488999,12.4,2.2,159,-0.004,0,0,0,1,1,0,1,1,1,1
490000,12.4,2.5,160,-0.004,0,0,0,1,1,0,1,1,1,1
491000,12.4,2.4,160,-0.004,0,0,0,1,1,0,1,1,1,1
492000,12.4,2.5,160,-0.004,0,0,0,1,1,0,1,1,1,1
493000,12.4,2.4,159,-0.004,0,0,0,1,1,0,1,1,1,1
493999,12.4,2.3,159,-0.004,0,0,0,1,1,0,1,1,1,1
495000,12.4,2.3,159,-0.004,0,0,0,1,1,0,1,1,1,1
496000,12.4,2.4,160,-0.004,0,0,0,1,1,0,1,1,1,1
497000,12.4,2.6,161,-0.004,0,0,0,1,1,0,1,1,1,1
498000,12.4,2.5,160,-0.004,0,0,0,1,1,0,1,1,1,1
498999,12.4,2.4,161,-0.004,0,0,0,1,1,0,1,1,1,1
500000,12.4,2.4,161,-0.004,0,0,0,1,1,0,1,1,1,1
501001,12.4,2.4,160,-0.004,0,0,0,1,1,0,1,1,1,1
501999,12.4,2.3,160,-0.004,0,0,0,1,1,0,1,1,1,1
503000,12.4,2.2,160,-0.004,0,0,0,1,1,0,1,1,1,1
504000,12.4,2.5,161,-0.004,0,0,0,1,1,0,1,1,1,1
505000,12.4,2.5,165,-0.004,0,0,0,1,1,0,1,1,1,1
505999,12.4,2.5,165,-0.004,0,0,0,1,1,0,1,1,1,0
506999,12.4,2.5,164,-0.004,0,0,0,1,1,0,1,1,1,0
508001,12.4,2.6,164,-0.004,0,0,0,1,1,0,1,1,1,0
509000,12.4,2.6,164,-0.004,0,0,0,1,1,0,1,1,1,0
510000,12.4,2.5,164,-0.004,0,0,0,1,1,0,1,1,1,0
510999,12.4,2.4,165,-0.004,0,0,0,1,1,0,1,1,1,0
512000,12.4,2.4,165,-0.004,0,0,0,1,1,0,1,1,1,0
512999,12.4,2.5,165,-0.004,0,0,0,1,1,0,1,1,1,0
514000,12.4,2.5,165,-0.004,0,0,0,1,1,0,1,1,1,0
515000,12.4,2.4,161,-0.004,0,0,0,1,1,0,1,1,1,0
516000,12.4,2.4,162,-0.004,0,0,0,1,1,0,1,1,1,0
517000,12.4,2.5,165,-0.004,0,0,0,1,1,0,1,1,1,0
517999,12.4,2.6,165,-0.004,0,0,0,1,1,0,1,1,1,0
518999,12.4,2.4,165,-0.004,0,0,0,1,1,0,1,1,1,0
520000,12.4,2.5,164,-0.004,0,0,0,1,1,0,1,1,1,0
521000,12.4,2.5,155,-0.004,0,0,0,1,1,0,1,1,1,0
522000,12.4,2.6,165,-0.004,0,0,0,1,1,0,1,1,1,0
523000,12.4,2.6,162,-0.004,0,0,0,1,1,0,1,1,1,0
524001,12.4,2.5,162,-0.004,-0.002,0,0,1,1,0,1,1,1,0
524999,12.4,2.6,162,-0.004,0,0,0,1,1,0,1,1,1,0
525999,12.4,2.5,162,-0.004,0,0,0,1,1,0,1,1,1,0
526999,12.4,2.4,162,-0.004,0,0,0,1,1,0,1,1,1,0
528000,12.4,2.1,164,-0.004,0,0,0,1,1,0,1,1,1,0
528999,12.4,2.1,163,-0.004,0,0,0,1,1,0,1,1,1,0
530000,12.4,2.1,159,-0.004,0,0,0,1,1,0,1,1,1,0
531000,12.4,2.2,155,-0.004,0,0,0,1,1,0,1,1,1,0
532000,12.4,2.3,153,-0.004,0,0,0,1,1,0,1,1,1,0
532999,12.4,2.4,154,-0.004,0,0,0,1,1,0,1,1,1,0
533999,12.4,2.5,153,-0.004,0,0,0,1,1,0,1,1,1,0
535000,12.4,2.5,153,-0.004,0,0,0,1,1,0,1,1,1,0
536000,12.4,2.5,147,-0.004,0,0,0,1,1,0,1,1,1,0
537000,12.4,2.4,153,-0.004,0,0,0,1,1,0,1,1,1,0
538000,12.4,2.5,153,-0.004,0,0,0,1,1,0,1,1,1,0
540000,12.4,2.2,151,-0.004,0,0,0,1,1,0,1,1,1,0
540999,12.4,2.6,152,-0.004,0,0,0,1,1,0,1,1,1,0
541999,12.4,2.6,152,-0.004,0,0,0,1,1,0,1,1,1,0
543000,12.4,2.6,151,-0.004,0,0,0,1,1,0,1,1,0,1
544000,12.4,2.6,157,-0.004,0,0,0,1,1,0,1,1,0,1
544999,12.4,2.4,157,-0.004,-0.002,0,0,1,1,0,1,1,0,1
545999,12.4,2.4,157,-0.004,0,0,0,1,1,0,1,1,0,1
546999,12.4,2.3,157,-0.004,0,0,0,1,1,0,1,1,0,1
547999,12.4,2.5,157,-0.004,0,0,0,1,1,0,1,1,0,1
548999,12.4,2.4,157,-0.004,0,0,0,1,1,0,1,1,0,1
550000,12.4,2.4,154,-0.004,0,0,0,1,1,0,1,1,0,1
550999,12.4,2.5,155,-0.004,0,0,0,1,1,0,1,1,0,1
552000,12.4,2.6,160,-0.004,0,0,0,1,1,0,1,1,0,1
553000,12.4,2.5,160,-0.004,0,0,0,1,1,0,1,1,0,1
554000,12.4,2.3,170,-0.004,0,0,0,1,1,0,1,1,0,1
554999,12.4,2.3,172,-0.004,0,0,0,1,1,0,1,1,0,1
556000,12.4,2.2,173,-0.004,0,0,0,1,1,0,1,1,0,1
557000,12.4,2.1,172,-0.004,0,0,0,1,1,0,1,1,0,1
557999,12.4,2.2,173,-0.004,0,0,0,1,1,0,1,1,0,1
558999,12.4,2.3,171,-0.004,0,0,0,1,1,0,1,1,0,1
559999,12.4,2.2,167,-0.004,0,0,0,1,1,0,1,1,0,1
560999,12.4,2.1,167,-0.004,0,0,0,1,1,0,1,1,0,1
562000,12.4,2.1,159,-0.004,0,0,0,1,1,0,1,1,0,1
563000,12.4,2,161,-0.004,0,0,0,1,1,0,1,1,0,1
563999,12.4,2.1,161,-0.004,0,0,0,1,1,0,1,1,0,1
565000,12.4,2.2,162,-0.004,0,0,0,1,1,0,1,1,0,1
565999,12.4,2.2,165,-0.004,0,0,0,1,1,0,1,1,0,1
567000,12.4,2.1,165,-0.004,0,0,0,1,1,0,1,1,0,1
567999,12.4,2,162,-0.004,0,0,0,1,1,0,1,1,0,1
569000,12.4,2.1,163,-0.004,0,0,0,1,1,0,1,1,0,1
570000,12.4,2.2,163,-0.004,0,0,0,1,1,0,1,1,0,1
570999,12.4,2.2,163,-0.004,0,0,0,1,1,0,1,1,0,1
572000,12.4,2.2,163,-0.004,0,0,0,1,1,0,1,1,0,1
572999,12.4,2.2,163,-0.004,0,0,0,1,1,0,1,1,0,1
574001,12.4,2.2,163,-0.004,0,0,0,1,1,0,1,1,0,1
575000,12.4,2.3,162,-0.004,0,0,0,1,1,0,1,1,0,1
576000,12.4,2.4,161,-0.004,0,0,0,1,1,0,1,1,0,1
577001,12.4,2.4,160,-0.004,0,0,0,1,1,0,1,1,0,1
577999,12.4,2.1,161,-0.004,0,0,0,1,1,0,1,1,0,1
579001,12.4,2.1,148,-0.004,0,0,0,1,1,0,1,0,1,0
579999,12.4,2.3,149,-0.004,0,0,0,1,1,0,1,0,1,0
581000,12.4,2.4,150,-0.004,0,0,0,1,1,0,1,0,1,0
582000,12.4,2.5,152,-0.004,0,0,0,1,1,0,1,0,1,0
583000,12.4,2.3,152,-0.004,0,0,0,1,1,0,1,0,1,0
584001,12.4,2.3,151,-0.004,0,0,0,1,1,0,1,0,1,0
585000,12.4,2.1,148,-0.004,0,0,0,1,1,0,1,0,1,0
585999,12.4,2.3,152,-0.004,0,0,0,1,1,0,1,0,1,0
587000,12.4,2.3,152,-0.004,0,0,0,1,1,0,1,0,1,0
588000,12.4,2.3,160,-0.004,0,0,0,1,1,0,1,0,1,0
589004,12.4,2.3,177,-0.004,0,0,0,1,1,0,1,0,1,0
590000,12.4,2.4,168,-0.004,0,0,0,1,1,0,1,0,1,0
590999,12.4,2.3,167,-0.004,0,0,0,1,1,0,1,0,1,0
592000,12.4,2.4,161,-0.004,-0.002,0,0,1,1,0,1,0,1,0
592999,12.4,2.7,158,-0.004,0,0,0,1,1,0,1,0,1,0
593999,12.4,2.9,159,-0.004,0,0,0,1,1,0,1,0,1,0
595000,12.4,2.9,158,-0.004,0,0,0,1,1,0,1,0,1,0
596000,12.4,2.7,154,-0.004,0,0,0,1,1,0,1,0,1,0
596999,12.4,2.5,155,-0.004,0,0,0,1,1,0,1,0,1,0
598000,12.4,2.5,173,-0.004,0,0,0,1,1,0,1,0,1,0
598999,12.4,2.6,165,-0.004,0,0,0,1,1,0,1,0,1,0
599999,12.4,2.5,162,-0.004,0,0,0,1,1,0,1,0,1,0
601000,12.4,3.1,164,-0.004,0,0,0,1,1,0,1,0,1,0
602000,12.4,3.6,164,-0.004,0,0,0,1,1,0,1,0,1,0
603000,12.4,3.1,163,-0.004,0,0,0,1,1,0,1,0,1,0
603999,12.4,2.9,168,-0.004,0,0,0,1,1,0,1,0,1,0
604999,12.4,2.9,173,-0.004,0,0,0,1,1,0,1,0,1,0
605999,12.4,2.8,173,-0.004,0,0,0,1,1,0,1,0,1,0
607000,12.4,2.4,173,-0.004,0,0,0,1,1,0,1,0,1,0
608000,12.4,2.3,172,-0.004,0,0,0,1,1,0,1,0,1,0
609000,12.4,2.3,169,-0.004,0,0,0,1,1,0,1,0,1,0
610000,12.4,2.3,166,-0.004,0,0,0,1,1,0,1,0,1,0
610999,12.4,2.5,159,-0.004,-0.002,0,0,1,1,0,1,0,1,0
612000,12.4,2.5,145,-0.004,0,0,0,1,1,0,1,0,1,0
612999,12.4,2.7,145,-0.004,0,0,0,1,1,0,1,0,1,0
613999,12.4,3.1,146,-0.004,0,0,0,1,1,0,1,0,1,0
615000,12.4,2.7,152,-0.004,0,0,0,1,1,0,0,1,1,1
615999,12.4,2.8,164,-0.004,0,0,0,1,1,0,0,1,1,1
617000,12.4,3,165,-0.004,-0.002,0,0,1,1,0,0,1,1,1
617999,12.4,2.9,167,-0.004,0,0,0,1,1,0,0,1,1,1
618999,12.4,2.6,167,-0.004,0,0,0,1,1,0,0,1,1,1
619999,12.4,2.5,163,-0.004,0,0,0,1,1,0,0,1,1,1
622000,12.4,2.4,159,-0.004,0,0,0,1,1,0,0,1,1,1
623000,12.4,2.3,169,-0.004,0,0,0,1,1,0,0,1,1,1
623999,12.4,2.2,164,-0.004,0,0,0,1,1,0,0,1,1,1
624999,12.4,2.1,158,-0.004,0,0,0,1,1,0,0,1,1,1
625999,12.4,2.8,170,-0.004,0,0,0,1,1,0,0,1,1,1
626999,12.4,2.9,171,-0.004,0,0,0,1,1,0,0,1,1,1
627999,12.4,2.8,167,-0.004,0,0,0,1,1,0,0,1,1,1
629000,12.4,2.6,169,-0.004,0,0,0,1,1,0,0,1,1,1
629999,12.4,2.5,170,-0.004,0,0,0,1,1,0,0,1,1,1
630999,12.4,2.5,154,-0.004,0,0,0,1,1,0,0,1,1,1
632000,12.4,2.4,156,-0.004,0,0,0,1,1,0,0,1,1,1
632999,12.4,2.5,156,-0.004,0,0,0,1,1,0,0,1,1,1
634000,12.4,2.7,161,-0.004,0,0,0,1,1,0,0,1,1,1
635000,12.4,2.6,160,-0.004,-0.002,0,0,1,1,0,0,1,1,1
636000,12.4,2.5,162,-0.004,0,0,0,1,1,0,0,1,1,1
637000,12.4,2.7,161,-0.004,0,0,0,1,1,0,0,1,1,1
638000,12.4,2.7,174,-0.004,-0.002,0,0,1,1,0,0,1,1,1
638999,12.4,2.7,168,-0.004,0,0,0,1,1,0,0,1,1,1
640000,12.4,2.7,161,-0.004,0,0,0,1,1,0,0,1,1,1
641000,12.4,2.7,160,-0.004,0,0,0,1,1,0,0,1,1,1
642000,12.4,2.9,160,-0.004,-0.002,0,0,1,1,0,0,1,1,1
643000,12.4,2.8,160,-0.004,0,0,0,1,1,0,0,1,1,1
644001,12.4,2.9,160,-0.004,0,0,0,1,1,0,0,1,1,1
644999,12.4,2.8,159,-0.004,0,0,0,1,1,0,0,1,1,1
645999,12.4,2.9,147,-0.004,0,0,0,1,1,0,0,1,1,1
647000,12.4,2.9,149,-0.004,0,0,0,1,1,0,0,1,1,1
648000,12.4,2.7,150,-0.004,0,0,0,1,1,0,0,1,1,1
648999,12.4,2.5,148,-0.004,0,0,0,1,1,0,0,1,1,1
649999,12.4,2.6,151,-0.004,0,0,0,1,1,0,0,1,1,1
651000,12.4,2.8,155,-0.004,0,0,0,1,1,0,0,1,1,1
651999,12.4,2.8,154,-0.004,0,0,0,1,1,0,0,1,1,0
653000,12.4,2.7,144,-0.004,0,0,0,1,1,0,0,1,1,0
654000,12.4,2.7,154,-0.004,0,0,0,1,1,0,0,1,1,0
654999,12.4,2.6,151,-0.004,0,0,0,1,1,0,0,1,1,0
656000,12.4,2.5,148,-0.004,0,0,0,1,1,0,0,1,1,0
657001,12.4,2.4,147,-0.004,0,0,0,1,1,0,0,1,1,0
658001,12.4,2.3,152,-0.004,0,0,0,1,1,0,0,1,1,0
658999,12.4,2.5,152,-0.004,0,0,0,1,1,0,0,1,1,0
659999,12.4,2.8,156,-0.004,0,0,0,1,1,0,0,1,1,0
660999,12.4,2.8,159,-0.004,-0.002,0,0,1,1,0,0,1,1,0
662000,12.4,2.6,157,-0.004,0,0,0,1,1,0,0,1,1,0
663000,12.4,2.4,173,-0.004,0,0,0,1,1,0,0,1,1,0
664001,12.4,2.5,173,-0.004,0,0,0,1,1,0,0,1,1,0
664999,12.4,2.5,161,-0.004,0,0,0,1,1,0,0,1,1,0
666000,12.4,2.7,160,-0.004,0,0,0,1,1,0,0,1,1,0
667000,12.4,2.9,161,-0.004,0,0,0,1,1,0,0,1,1,0
667999,12.4,2.7,166,-0.004,0,0,0,1,1,0,0,1,1,0
669001,12.4,2.5,170,-0.004,0,0,0,1,1,0,0,1,1,0
669999,12.4,2.4,162,-0.004,0,0,0,1,1,0,0,1,1,0
670999,12.4,2.3,161,-0.004,0,0,0,1,1,0,0,1,1,0
672000,12.4,2.3,159,-0.004,0,0,0,1,1,0,0,1,1,0
673000,12.4,2.3,155,-0.004,-0.002,0,0,1,1,0,0,1,1,0
674000,12.4,2.3,158,-0.004,0,0,0,1,1,0,0,1,1,0
676000,12.4,3,159,-0.004,0,0,0,1,1,0,0,1,1,0
676999,12.4,3,152,-0.004,0,0,0,1,1,0,0,1,1,0
677999,12.4,3,152,-0.004,-0.002,0,0,1,1,0,0,1,1,0
679001,12.4,3.1,159,-0.004,0,0,0,1,1,0,0,1,1,0
679999,12.4,3.5,173,-0.004,0,0,0,1,1,0,0,1,1,0
681000,12.4,3.4,165,-0.004,0,0,0,1,1,0,0,1,1,0
682000,12.4,3.2,169,-0.004,0,0,0,1,1,0,0,1,1,0
683000,12.4,3,170,-0.004,0,0,0,1,1,0,0,1,1,0
683999,12.4,3,168,-0.004,0,0,0,1,1,0,0,1,1,0
685000,12.4,3.1,161,-0.004,0,0,0,1,1,0,0,1,1,0
686000,12.4,3.2,161,-0.004,0,0,0,1,1,0,0,1,1,0
687000,12.4,3.2,168,-0.004,0,0,0,1,1,0,0,1,1,0
688000,12.4,3.2,175,-0.004,0,0,0,1,1,0,0,1,1,0
689000,12.4,3.1,162,-0.004,0,0,0,1,1,0,0,1,0,1
689999,12.4,3.2,164,-0.004,0,0,0,1,1,0,0,1,0,1
691000,12.4,3,163,-0.004,0,0,0,1,1,0,0,1,0,1
692001,12.4,2.8,165,-0.004,0,0,0,1,1,0,0,1,0,1
693000,12.4,2.5,171,-0.004,-0.002,0,0,1,1,0,0,1,0,1
694000,12.4,2.6,172,-0.004,-0.002,0,0,1,1,0,0,1,0,1
694999,12.4,2.6,171,-0.004,0,0,0,1,1,0,0,1,0,1
696000,12.4,2.9,171,-0.004,-0.002,0,0,1,1,0,0,1,0,1
696999,12.4,2.9,162,-0.004,0,0,0,1,1,0,0,1,0,1
697999,12.4,2.8,165,-0.004,0,0,0,1,1,0,0,1,0,1
698999,12.4,2.6,166,-0.004,0,0,0,1,1,0,0,1,0,1
699999,12.4,2.6,166,-0.004,0,0,0,1,1,0,0,1,0,1
701000,12.4,2.5,165,-0.004,0,0,0,1,1,0,0,1,0,1
702000,12.4,2.3,155,-0.004,0,0,0,1,1,0,0,1,0,1
702999,12.4,2.1,161,-0.004,0,0,0,1,1,0,0,1,0,1
704000,12.4,2.1,163,-0.004,0,0,0,1,1,0,0,1,0,1
704999,12.4,2.1,167,-0.004,0,0,0,1,1,0,0,1,0,1
706000,12.4,2.3,167,-0.004,0,0,0,1,1,0,0,1,0,1
707000,12.4,2.3,171,-0.004,0,0,0,1,1,0,0,1,0,1
707999,12.4,2.4,173,-0.004,-0.002,0,0,1,1,0,0,1,0,1
708999,12.4,2.5,175,-0.004,0,0,0,1,1,0,0,1,0,1
709999,12.4,2.4,175,-0.004,0,0,0,1,1,0,0,1,0,1
710999,12.4,2.3,173,-0.004,0,0,0,1,1,0,0,1,0,1
712000,12.4,2.3,170,-0.004,0,0,0,1,1,0,0,1,0,1
712999,12.4,2.4,171,-0.004,0,0,0,1,1,0,0,1,0,1
714000,12.4,2.5,172,-0.004,0,0,0,1,1,0,0,1,0,1
715000,12.5,2.3,171,-0.004,0,0,0,1,1,0,0,1,0,1
716000,12.4,2.2,170,-0.004,0,0,0,1,1,0,0,1,0,1
716999,12.4,2.1,169,-0.004,0,0,0,1,1,0,0,1,0,1
717999,12.4,2.1,169,-0.004,0,0,0,1,1,0,0,1,0,1
718999,12.4,2,169,-0.004,0,0,0,1,1,0,0,1,0,1
