TIMESTAMP,TEMPERATURE_temp1[degC],WINDSPEED_wspd1[m/s],WINDDIR_wdir1[deg],INSOLATION_irrad1[kW/m2],INSOLATION_irrad2[kW/m2]
676999,12.4,3,152,-0.004,0
677999,12.4,3,152,-0.004,-0.002
679001,12.4,3.1,159,-0.004,0
679999,12.4,3.5,173,-0.004,0
681000,12.4,3.4,165,-0.004,0
682000,12.4,3.2,169,-0.004,0
683000,12.4,3,170,-0.004,0
683999,12.4,3,168,-0.004,0
685000,12.4,3.1,161,-0.004,0
686000,12.4,3.2,161,-0.004,0
687000,12.4,3.2,168,-0.004,0
688000,12.4,3.2,175,-0.004,0
689000,12.4,3.1,162,-0.004,0
689999,12.4,3.2,164,-0.004,0
691000,12.4,3,163,-0.004,0
692001,12.4,2.8,165,-0.004,0
693000,12.4,2.5,171,-0.004,-0.002
694000,12.4,2.6,172,-0.004,-0.002
694999,12.4,2.6,171,-0.004,0
696000,12.4,2.9,171,-0.004,-0.002
696999,12.4,2.9,162,-0.004,0
697999,12.4,2.8,165,-0.004,0
698999,12.4,2.6,166,-0.004,0
699999,12.4,2.6,166,-0.004,0
701000,12.4,2.5,165,-0.004,0
702000,12.4,2.3,155,-0.004,0
702999,12.4,2.1,161,-0.004,0
704000,12.4,2.1,163,-0.004,0
704999,12.4,2.1,167,-0.004,0
706000,12.4,2.3,167,-0.004,0
707000,12.4,2.3,171,-0.004,0
707999,12.4,2.4,173,-0.004,-0.002
708999,12.4,2.5,175,-0.004,0
709999,12.4,2.4,175,-0.004,0
710999,12.4,2.3,173,-0.004,0
712000,12.4,2.3,170,-0.004,0
712999,12.4,2.4,171,-0.004,0
714000,12.4,2.5,172,-0.004,0
715000,12.5,2.3,171,-0.004,0
716000,12.4,2.2,170,-0.004,0
716999,12.4,2.1,169,-0.004,0
717999,12.4,2.1,169,-0.004,0
718999,12.4,2,169,-0.004,0
720001,12.5,1.8,169,-0.004,0
721000,12.4,1.8,169,-0.004,0
721999,12.4,1.8,168,-0.004,0
723000,12.4,1.9,169,-0.004,0
723999,12.4,2.1,168,-0.004,0
725000,12.4,2.3,169,-0.004,0
725999,12.4,2.3,169,-0.004,0
727000,12.4,2.1,171,-0.004,0
728000,12.4,2.1,170,-0.004,0
728999,12.4,2.4,161,-0.004,0
730000,12.4,2.4,169,-0.004,0
731000,12.4,2.4,169,-0.004,0
731999,12.4,2.6,169,-0.004,0
732999,12.5,2.5,161,-0.004,0
734000,12.4,2.4,167,-0.004,0
735000,12.4,2.2,167,-0.004,0
735999,12.4,2,167,-0.004,0
737000,12.5,2,167,-0.004,0
737999,12.4,2,167,-0.004,0
739000,12.4,2.2,141,-0.004,0
740000,12.5,2.5,168,-0.004,0
741000,12.5,3.1,167,-0.004,0
742000,12.4,3.3,168,-0.004,0
743000,12.4,3.3,166,-0.004,0
743999,12.5,3.2,165,-0.004,0
744999,12.4,3.1,165,-0.004,0
746000,12.5,2.8,173,-0.004,0
747000,12.5,2.9,172,-0.004,0
748000,12.5,2.8,174,-0.004,0
749000,12.4,2.8,166,-0.004,0
749999,12.4,2.7,161,-0.004,0
750999,12.4,2.7,163,-0.004,-0.002
751999,12.4,2.6,170,-0.004,0
753000,12.5,2.7,170,-0.004,0
754000,12.4,2.8,171,-0.004,0
754999,12.5,2.7,170,-0.004,0
755999,12.5,2.7,169,-0.004,0
756999,12.4,2.9,169,-0.004,0
758000,12.5,2.8,167,-0.004,0
759000,12.5,2.9,165,-0.004,0
760000,12.5,2.9,165,-0.004,0
761000,12.5,2.9,169,-0.004,0
761999,12.5,2.7,169,-0.004,0
763001,12.4,2.7,169,-0.004,0
764001,12.5,2.6,168,-0.004,0
765000,12.4,2.6,169,-0.004,0
766000,12.5,2.6,167,-0.004,0
767000,12.5,2.8,167,-0.004,0
768000,12.4,2.7,169,-0.004,0
768999,12.4,2.5,168,-0.004,0
769999,12.5,2.6,168,-0.004,0
771001,12.5,2.8,167,-0.004,0
772000,12.5,2.9,165,-0.004,0
773000,12.5,2.8,166,-0.004,0
774000,12.5,2.7,163,-0.004,0
774999,12.5,2.5,162,-0.004,0
776000,12.5,2.7,161,-0.004,0
776999,12.5,2.6,161,-0.004,0
777999,12.4,2.7,155,-0.004,0
778999,12.5,2.7,154,-0.004,0
780000,12.5,3,155,-0.004,0
781000,12.5,2.8,160,-0.004,0
781999,12.5,2.8,161,-0.004,0
782999,12.5,2.4,164,-0.004,0
784000,12.4,2.2,163,-0.004,0
785000,12.5,2.2,162,-0.004,0
786000,12.5,2.5,162,-0.004,0
787000,12.5,2.7,163,-0.004,0
787999,12.5,2.8,162,-0.004,0
789000,12.5,2.7,158,-0.004,0
789999,12.5,2.8,164,-0.004,0
791000,12.4,2.8,173,-0.004,0
792000,12.5,2.7,170,-0.004,0
793000,12.5,2.7,170,-0.004,0
793999,12.5,2.5,169,-0.004,0
795001,12.5,2.2,171,-0.004,0
796000,12.5,2.1,165,-0.004,0
797000,12.4,2,164,-0.004,0
798000,12.5,2.2,161,-0.004,-0.002
799000,12.5,2.5,161,-0.004,0
800000,12.5,2.5,154,-0.004,0
801001,12.5,2.7,155,-0.004,0
801999,12.5,2.8,155,-0.004,0
802999,12.5,2.6,153,-0.004,0
804000,12.5,2.7,158,-0.004,0
805000,12.5,2.8,154,-0.004,0
806000,12.5,2.8,156,-0.004,0
807000,12.5,3.3,158,-0.004,0
807999,12.5,3.2,162,-0.004,0
809000,12.5,3.2,152,-0.004,0
809999,12.5,3.3,162,-0.004,0
810999,12.5,3.5,160,-0.004,0
812000,12.5,3.2,158,-0.004,0
813000,12.5,3.3,160,-0.004,0
814000,12.5,3,165,-0.004,0
815000,12.5,2.9,164,-0.004,0
816001,12.5,2.7,161,-0.004,0
817000,12.5,2.7,161,-0.004,0
818000,12.5,2.7,166,-0.004,0
819000,12.5,3.1,161,-0.004,0
820000,12.5,3.1,154,-0.004,0
821001,12.5,3.3,155,-0.004,0
822000,12.5,3,154,-0.004,0
822999,12.5,3.3,157,-0.004,0
824000,12.5,3.1,160,-0.004,0
824999,12.5,3.1,151,-0.004,0
826000,12.5,3.1,148,-0.004,0
827001,12.5,3,151,-0.004,0
828001,12.5,3.1,157,-0.004,0
829000,12.5,3.1,159,-0.004,0
829999,12.5,3.2,161,-0.004,0
831000,12.5,3,169,-0.004,0
832000,12.5,3.1,157,-0.004,0
832999,12.5,2.9,155,-0.004,0
833999,12.5,3,163,-0.004,0
835000,12.5,3,163,-0.004,0
835999,12.5,3.1,160,-0.004,0
836999,12.5,3,159,-0.004,0
837999,12.5,3,160,-0.004,0
839000,12.5,3.1,163,-0.004,0
840000,12.5,3.2,162,-0.004,0
841000,12.5,3.1,162,-0.004,0
841999,12.5,3.1,164,-0.004,0
842999,12.5,3.1,167,-0.004,0
844000,12.5,3.3,161,-0.004,0
845000,12.5,3.3,161,-0.004,0
846000,12.5,3.1,163,-0.004,0
847001,12.5,3.1,163,-0.004,0
848000,12.5,2.8,165,-0.004,0
848999,12.5,2.6,163,-0.004,0
849999,12.5,2.3,164,-0.004,0
851000,12.5,2.3,165,-0.004,0
852000,12.5,2.4,163,-0.004,0
853000,12.5,2.5,160,-0.004,0
853999,12.5,2.6,154,-0.004,0
855001,12.5,2.7,155,-0.004,0
855999,12.5,2.7,156,-0.004,0
857000,12.5,2.9,159,-0.004,0
858000,12.5,3.1,163,-0.004,0
859000,12.5,3.1,162,-0.004,0
859999,12.5,3.1,164,-0.004,0
860999,12.5,3.1,164,-0.004,0
862000,12.5,3,162,-0.004,0
862999,12.5,2.7,167,-0.004,0
864000,12.5,2.6,168,-0.004,0
864999,12.5,2.3,169,-0.004,0
866000,12.5,2.2,170,-0.004,0
867001,12.5,2.2,184,-0.004,0
867999,12.5,2.2,180,-0.004,0
869000,12.5,2,166,-0.004,0
869999,12.5,2.2,158,-0.004,0
871000,12.5,2.4,158,-0.004,0
872000,12.5,2.4,155,-0.004,0
873000,12.5,2.6,157,-0.004,0
874001,12.5,2.5,157,-0.004,0
874999,12.5,2.4,154,-0.004,0
875999,12.5,2.3,155,-0.004,0
877000,12.5,2.2,154,-0.004,0
878000,12.5,2.2,156,-0.004,0
879000,12.5,2.3,164,-0.004,0
879999,12.5,2.4,180,-0.004,0
880999,12.5,2.6,174,-0.004,0
882000,12.5,2.7,168,-0.004,0
883000,12.5,2.6,167,-0.004,0
884000,12.5,2.4,167,-0.004,0
885000,12.5,2.3,164,-0.004,0
886000,12.5,2.5,157,-0.004,0
887000,12.5,2.9,158,-0.004,0
887999,12.5,3.5,164,-0.004,0
889000,12.5,3.7,165,-0.004,0
890000,12.5,3.3,169,-0.004,0
891000,12.5,3.1,163,-0.004,0
892000,12.5,2.7,169,-0.004,0
893001,12.5,3.2,170,-0.004,0
893999,12.5,3.3,173,-0.004,0
895000,12.5,3.4,168,-0.004,0
896001,12.5,3.2,177,-0.004,0
897000,12.5,3,174,-0.004,0
898000,12.5,3.2,170,-0.004,0
899000,12.5,3,164,-0.004,0
899999,12.5,3,164,-0.004,0
900999,12.5,2.8,172,-0.004,0
902001,12.5,2.6,171,-0.004,0
903000,12.5,2.7,167,-0.004,0
903999,12.5,2.8,174,-0.004,0
905000,12.5,2.8,173,-0.004,0
905999,12.5,2.8,172,-0.004,0
906999,12.5,2.7,167,-0.004,0
908001,12.5,2.6,160,-0.004,0
909000,12.5,2.7,160,-0.004,0
910000,12.5,2.8,161,-0.004,0
911000,12.5,3,170,-0.004,0
912000,12.5,3,169,-0.004,0
913000,12.5,2.9,167,-0.004,0
913999,12.5,2.8,169,-0.004,0
915000,12.5,2.8,169,-0.004,0
915999,12.5,2.7,170,-0.004,0
917000,12.5,2.8,170,-0.004,0
917999,12.5,2.7,170,-0.004,0
919000,12.5,2.6,169,-0.004,0
920000,12.5,2.4,169,-0.004,0
921000,12.5,2.3,168,-0.004,0
922000,12.5,2.2,167,-0.004,0
922999,12.5,2.2,155,-0.004,0
923999,12.5,2.3,156,-0.004,0
925000,12.5,2.6,160,-0.004,0
926000,12.5,2.8,161,-0.004,0
927000,12.5,3.1,150,-0.004,0
928000,12.5,2.9,150,-0.004,0
929000,12.5,2.9,149,-0.004,0
929999,12.5,3,161,-0.004,0
931000,12.5,3,146,-0.004,0
932000,12.5,2.7,150,-0.004,0
933000,12.5,2.8,152,-0.004,-0.002
934001,12.5,2.7,160,-0.004,0
935000,12.5,2.9,158,-0.004,0
935999,12.5,3.1,157,-0.004,0
937000,12.5,3.1,167,-0.004,0
938000,12.5,3,170,-0.004,0
939000,12.5,2.8,170,-0.004,0
940001,12.5,2.7,164,-0.004,0
940999,12.5,2.8,161,-0.004,0
941999,12.5,2.9,147,-0.004,0
942999,12.5,2.9,145,-0.004,0
944000,12.5,2.6,155,-0.004,0
945000,12.5,2.6,155,-0.004,0
946000,12.5,2.7,155,-0.004,-0.002
947000,12.5,2.7,150,-0.004,0
948001,12.5,2.9,156,-0.004,0
949000,12.5,3.3,168,-0.004,0
950000,12.5,3.2,163,-0.004,0
951000,12.5,3.1,155,-0.004,0
952000,12.5,3.1,155,-0.004,0
953000,12.5,3,164,-0.004,0
953999,12.5,3.3,165,-0.004,0
955000,12.5,3.4,166,-0.004,0
955999,12.5,2.9,166,-0.004,0
957000,12.5,3.2,166,-0.004,0
957999,12.5,3.2,180,-0.004,0
959000,12.5,2.9,170,-0.004,0
960001,12.5,3,171,-0.004,0
961001,12.5,2.7,173,-0.004,0
962000,12.5,2.7,172,-0.004,0
962999,12.5,2.6,170,-0.004,0
964000,12.5,2.5,171,-0.004,-0.002
965000,12.5,2.7,167,-0.004,0
966001,12.5,2.9,169,-0.004,0
966999,12.5,2.8,161,-0.004,0
967999,12.5,2.8,175,-0.004,0
969000,12.5,2.7,171,-0.004,0
970000,12.5,2.5,161,-0.004,0
970998,12.5,2.3,171,-0.004,0
971999,12.5,2.1,166,-0.004,0
973000,12.5,2.1,167,-0.004,0
973999,12.5,2.1,164,-0.004,0
975000,12.5,2.1,165,-0.004,0
976000,12.5,2.2,159,-0.004,0
977000,12.5,2.1,160,-0.004,0
978000,12.5,2.1,161,-0.004,0
979000,12.5,2.3,173,-0.004,0
979999,12.5,2.6,168,-0.004,0
980999,12.5,2.6,163,-0.004,0
981999,12.5,2.5,147,-0.004,0
982999,12.5,2.5,164,-0.004,-0.002
984000,12.5,2.8,155,-0.004,0
985000,12.5,2.6,145,-0.004,0
986001,12.5,2.6,153,-0.004,0
986999,12.5,2.4,168,-0.004,0
987999,12.5,2.3,159,-0.004,0
988999,12.5,2.4,154,-0.004,0
990000,12.5,2.7,155,-0.004,0
991000,12.5,3.1,164,-0.004,0
992000,12.5,3.2,164,-0.004,0
992999,12.5,3.3,164,-0.004,0
994000,12.5,3.3,162,-0.004,0
995001,12.5,3.4,159,-0.004,0
996000,12.5,3.4,160,-0.004,0
997000,12.5,3.2,162,-0.004,0
997999,12.5,2.9,162,-0.004,0
999001,12.5,2.8,161,-0.004,-0.002
1000000,12.5,2.8,160,-0.004,0
1001001,12.5,2.9,149,-0.004,0
1001999,12.5,2.6,151,-0.004,0
1002999,12.5,2.8,152,-0.004,0
1004000,12.5,3.2,160,-0.004,0
1005000,12.5,3.1,161,-0.004,0
1006000,12.5,3,162,-0.004,0
1006999,12.5,3.2,163,-0.004,0
1007999,12.5,3,163,-0.004,-0.002
1009001,12.5,2.8,162,-0.004,0
1010000,12.5,3,163,-0.004,0
1011001,12.5,2.8,166,-0.004,0
1011999,12.5,2.7,161,-0.004,0
1012999,12.5,3,162,-0.004,0
1014000,12.5,3.2,158,-0.004,0
1015000,12.5,3.3,159,-0.004,0
1015999,12.5,3.3,159,-0.004,0
1016999,12.5,3.3,158,-0.004,0
1018000,12.5,3.6,158,-0.004,0
1018999,12.5,3.5,160,-0.004,0
1019999,12.5,3.1,159,-0.004,0
1021000,12.5,3,157,-0.004,0
1022000,12.5,3,157,-0.004,0
1023000,12.5,2.8,157,-0.004,0
1023999,12.5,2.7,159,-0.004,0
1025001,12.5,2.6,161,-0.004,0
1025999,12.5,2.5,163,-0.004,0
1026999,12.5,2.8,164,-0.004,0
1027999,12.5,2.8,161,-0.004,0
1029000,12.5,2.7,152,-0.004,0
1030000,12.5,3,153,-0.004,0
1031000,12.5,3,151,-0.004,0
1031999,12.5,2.9,153,-0.004,0
1032999,12.5,2.8,158,-0.004,0
1034000,12.5,2.7,158,-0.004,0
1035000,12.5,2.7,163,-0.004,-0.002
1036000,12.5,3,166,-0.004,0
1037000,12.5,3,164,-0.004,0
1037999,12.5,2.6,161,-0.004,0
1038999,12.5,2.6,161,-0.004,0
1040000,12.5,2.8,161,-0.004,0
1041000,12.5,2.7,167,-0.004,-0.002
1041999,12.5,2.5,167,-0.004,0
1043000,12.5,2.9,168,-0.004,0
1043999,12.5,3.1,166,-0.004,0
1045000,12.5,3.2,163,-0.004,0
1045999,12.5,3.4,158,-0.004,0
1046999,12.5,3.6,166,-0.004,0
1047999,12.5,3.4,167,-0.004,0
1049000,12.5,3.2,165,-0.004,-0.002
1050000,12.5,3.2,165,-0.004,0
1050999,12.5,3.1,166,-0.004,0
1051999,12.5,3,168,-0.004,0
1052999,12.5,2.9,163,-0.004,0
1053999,12.5,2.9,163,-0.004,0
1055000,12.5,2.9,165,-0.004,0
1056000,12.5,2.9,167,-0.004,0
1056999,12.5,3,165,-0.004,0
1058000,12.5,2.9,167,-0.004,0
1059000,12.5,2.9,166,-0.004,0
1060000,12.5,2.7,165,-0.004,0
1061000,12.5,2.7,164,-0.004,0
1062000,12.5,2.9,165,-0.004,0
1063000,12.5,3,165,-0.004,0
1063999,12.5,3.2,164,-0.004,0
1065003,12.5,3.5,161,-0.004,0
1066000,12.5,3.6,169,-0.004,0
1067000,12.5,3.4,161,-0.004,0
1067999,12.5,3.4,159,-0.004,0
1068999,12.5,3.2,160,-0.004,-0.002
1070000,12.5,3.5,168,-0.004,0
1071000,12.5,3.7,178,-0.004,0
1072000,12.5,3.9,184,-0.004,0
1072999,12.5,3.7,171,-0.004,0
1074000,12.5,3.1,183,-0.004,0
1075000,12.5,3.3,178,-0.004,0
1076000,12.5,3.3,183,-0.004,0
1077000,12.5,3.1,176,-0.004,-0.002
1078000,12.5,3,182,-0.004,0
1078999,12.5,3.1,177,-0.004,-0.002
1079999,12.5,3.1,178,-0.004,0
1081001,12.5,3.1,176,-0.004,0
1082000,12.5,3,169,-0.004,0
1083000,12.5,2.9,169,-0.004,0
1084001,12.5,2.7,173,-0.004,0
1085000,12.5,2.6,172,-0.004,0
1086000,12.5,2.6,171,-0.004,0
1087000,12.5,2.5,170,-0.004,0
1088000,12.5,2.4,167,-0.004,0
1089000,12.5,2.4,170,-0.004,0
1090000,12.5,2.6,169,-0.004,0
1090999,12.5,2.8,170,-0.004,0
1091999,12.5,2.7,169,-0.004,0
1092999,12.5,2.7,171,-0.004,0
1094000,12.5,2.6,170,-0.004,0
1094999,12.5,2.7,166,-0.004,0
1096999,12.5,2.4,164,-0.004,0
1098001,12.5,2.4,164,-0.004,0
1098999,12.5,2.7,165,-0.004,0
1099999,12.5,2.8,164,-0.004,0
1101000,12.5,2.9,168,-0.004,0
1101999,12.5,3,168,-0.004,0
1103000,12.5,3,170,-0.004,0
1104000,12.5,2.7,171,-0.004,0
1106001,12.5,2.6,170,-0.004,0
1107001,12.5,2.7,161,-0.004,0
1108000,12.5,3.2,171,-0.004,0
1109000,12.5,3.5,165,-0.004,0
1110000,12.5,3.3,171,-0.004,0
1110999,12.5,2.9,165,-0.004,0
1112001,12.5,2.9,170,-0.004,0
1113001,12.5,2.9,169,-0.004,0
1113999,12.5,2.9,165,-0.004,0
1115000,12.5,2.9,163,-0.004,0
1116000,12.5,2.8,163,-0.004,0
1116999,12.5,2.7,163,-0.004,0
1117999,12.5,2.7,163,-0.004,0
1119000,12.5,2.7,163,-0.004,0
1120000,12.5,2.9,164,-0.004,0
1121000,12.5,2.8,165,-0.004,0
1122000,12.5,2.8,172,-0.004,0
1123000,12.5,2.8,173,-0.004,0
1123999,12.5,2.9,165,-0.004,-0.002
1125000,12.5,2.9,162,-0.004,0
1126000,12.5,2.9,164,-0.004,0
1127001,12.5,2.9,163,-0.004,0
1128000,12.5,3,159,-0.004,-0.002
1130000,12.5,2.9,159,-0.004,0
1130999,12.5,2.8,159,-0.004,0
1131999,12.5,3.1,159,-0.004,0
1132999,12.5,3,159,-0.004,0
1134000,12.5,2.9,159,-0.004,0
1135000,12.5,2.9,159,-0.004,0
1135999,12.5,2.8,159,-0.004,0
1137000,12.5,2.9,159,-0.004,0
1137999,12.5,3.1,160,-0.004,0
1139000,12.5,3.2,160,-0.004,0
1140000,12.5,3.2,164,-0.004,0
1140999,12.5,3,163,-0.004,0
1141999,12.5,2.9,161,-0.004,0
1142999,12.5,3,172,-0.004,0
1143999,12.5,3.1,175,-0.004,0
1145000,12.5,3.2,171,-0.004,0
1145999,12.5,3.2,170,-0.004,0
1147000,12.5,3.2,165,-0.004,0
1148000,12.5,2.9,158,-0.004,0
1148999,12.5,3,157,-0.004,0
1149999,12.5,3,161,-0.004,0
1151000,12.5,3.1,160,-0.004,0
1152001,12.5,2.8,161,-0.004,0
1152999,12.5,2.6,161,-0.004,0
1154000,12.5,2.9,161,-0.004,0
1155000,12.5,2.9,163,-0.004,0
1156000,12.5,2.8,165,-0.004,0
1156999,12.5,2.8,169,-0.004,0
1157999,12.5,2.8,170,-0.004,0
1158999,12.5,2.9,165,-0.004,0
1159999,12.5,2.9,162,-0.004,0
1161000,12.5,2.9,157,-0.004,0
1162000,12.5,3,159,-0.004,0
1162999,12.5,3.1,160,-0.004,0
1164000,12.5,3.2,161,-0.004,0
1164999,12.5,3.2,161,-0.004,0
1165999,12.5,3.1,160,-0.004,0
1167000,12.6,3,160,-0.004,0
1168000,12.5,2.9,160,-0.004,0
1169000,12.5,2.8,158,-0.004,0
1170000,12.5,2.8,157,-0.004,0
1170999,12.5,2.8,153,-0.004,0
1172000,12.5,2.8,160,-0.004,0
1173000,12.5,2.8,160,-0.004,0
1174000,12.5,2.6,161,-0.004,0
1175000,12.5,2.6,161,-0.004,0
1175999,12.5,2.7,160,-0.004,0
1176999,12.5,2.8,160,-0.004,0
1177999,12.5,2.9,157,-0.004,0
1178999,12.5,2.6,156,-0.004,0
1179999,12.5,2.5,154,-0.004,0
1181000,12.5,2.9,156,-0.004,0
1181999,12.5,3,157,-0.004,0
1183000,12.6,3,157,-0.004,0
1183999,12.5,2.8,157,-0.004,0
1185000,12.5,2.8,158,-0.004,0
1187000,12.5,2.5,158,-0.004,0
1188000,12.5,2.4,160,-0.004,0
1188999,12.5,2.5,160,-0.004,0
1190002,12.5,2.4,161,-0.004,0
1191000,12.6,2.3,164,-0.004,0
1191999,12.5,2.5,164,-0.004,0
1193000,12.5,2.6,168,-0.004,0
1194000,12.5,2.6,163,-0.004,0
1194999,12.5,2.6,167,-0.004,0
1196000,12.6,2.6,168,-0.004,0
1197001,12.6,2.4,165,-0.004,0
1197999,12.5,2.4,165,-0.004,0
1199000,12.6,2.3,164,-0.004,0
1200000,12.5,2.4,162,-0.004,0
1201000,12.5,2.5,154,-0.004,0
1202000,12.6,2.2,153,-0.004,0
1203000,12.5,2.3,154,-0.004,0
1203999,12.5,2.7,154,-0.004,0
1205000,12.5,2.8,156,-0.004,0
1205999,12.5,3,154,-0.004,0
1206999,12.5,3.1,155,-0.004,0
1208000,12.5,3,159,-0.004,0
1208999,12.5,2.8,165,-0.004,0
1209999,12.5,2.9,159,-0.004,0
1211001,12.6,2.7,150,-0.004,0
1212000,12.6,2.5,151,-0.004,0
1212999,12.6,2.4,149,-0.004,0
1214000,12.5,2.9,155,-0.004,0
1214999,12.5,2.9,157,-0.004,0
1216000,12.6,3,158,-0.004,0
1216999,12.5,3,162,-0.004,0
1218000,12.6,3,163,-0.004,0
1218999,12.5,2.9,163,-0.004,0
1220000,12.5,2.7,153,-0.004,0
1220999,12.5,3.2,151,-0.004,0
1222000,12.5,3.2,154,-0.004,0
1223000,12.6,3.2,155,-0.004,0
1224000,12.6,3.2,157,-0.004,0
1225000,12.5,3.3,157,-0.004,0
1225999,12.6,3.4,159,-0.004,0
1227000,12.5,3.5,166,-0.004,0
1228001,12.6,3.5,166,-0.004,0
1229000,12.6,3.2,165,-0.004,-0.002
1229999,12.6,3.1,163,-0.004,0
1231000,12.6,3,166,-0.004,0
1232000,12.6,3.2,165,-0.004,0
1232999,12.6,3,165,-0.004,0
1234000,12.5,3,165,-0.004,0
1235000,12.6,2.6,173,-0.004,0
1236001,12.6,2.5,171,-0.004,0
1237000,12.5,2.8,174,-0.004,0
1238000,12.6,3.5,167,-0.004,0
1238999,12.5,2.7,182,-0.004,0
1240000,12.6,2.5,171,-0.004,0
1240999,12.6,2.5,169,-0.004,0
1241999,12.6,2.7,168,-0.004,0
1242999,12.6,2.7,169,-0.004,0
1244001,12.6,2.6,168,-0.004,0
1245001,12.6,2.5,169,-0.004,0
1246000,12.6,2.6,168,-0.004,0
1247000,12.5,3,163,-0.004,0
1248000,12.6,2.9,160,-0.004,0
1248999,12.6,2.7,162,-0.004,0
1250001,12.5,2.5,168,-0.004,0
1250999,12.6,2.5,169,-0.004,0
1251999,12.6,2.5,168,-0.004,0
1253000,12.6,3,168,-0.004,0
1254000,12.6,3,167,-0.004,0
1255000,12.6,3.1,167,-0.004,0
1255999,12.6,3.1,169,-0.004,0
1257001,12.6,3.4,170,-0.004,0
1258000,12.6,3.1,169,-0.004,0
1259000,12.6,3.1,169,-0.004,0
1260000,12.5,3.2,169,-0.004,0
1260999,12.6,3.1,157,-0.004,0
1261999,12.6,3.1,161,-0.004,0
1262999,12.6,2.9,167,-0.004,0
1263999,12.6,2.9,169,-0.004,0
1264999,12.6,2.6,171,-0.004,0
1265999,12.6,2.6,169,-0.004,0
1266999,12.6,2.5,164,-0.004,0
1268000,12.6,2.4,170,-0.004,0
1269000,12.6,2.6,163,-0.004,0
1269999,12.6,2.7,166,-0.004,0
1271000,12.6,3.2,166,-0.004,0
1272000,12.6,3.5,166,-0.004,0
1273000,12.6,3.3,163,-0.004,0
1274000,12.6,3.5,169,-0.004,0
1275000,12.6,3.2,173,-0.004,0
1276000,12.6,3.3,173,-0.004,0
1277000,12.6,3.4,170,-0.004,-0.002
1277999,12.6,3.4,171,-0.004,0
1279000,12.5,3.1,170,-0.004,0
1280000,12.6,3.2,168,-0.004,0
1281000,12.6,3.4,170,-0.004,0
1282000,12.6,3.5,171,-0.004,0
1283000,12.6,3.4,169,-0.004,0
1283999,12.6,3.3,169,-0.004,-0.002
1285000,12.6,3.1,166,-0.004,0
1286000,12.6,3.1,167,-0.004,0
1287000,12.6,3.1,167,-0.004,0
1287999,12.6,3.2,163,-0.004,0
1288999,12.6,2.9,163,-0.004,-0.002
1290000,12.6,2.9,167,-0.004,0
1291001,12.6,3,172,-0.004,0
1291999,12.6,3,168,-0.004,0
1293000,12.6,3,167,-0.004,-0.002
1293999,12.6,2.9,167,-0.004,0
1294999,12.6,2.8,169,-0.004,0
1295999,12.6,2.7,167,-0.004,0
1297000,12.6,2.6,168,-0.004,0
1298000,12.6,2.8,157,-0.004,0
1298999,12.6,3,157,-0.004,0
1300000,12.6,2.8,157,-0.004,0
1301000,12.6,2.7,160,-0.004,0
1302000,12.6,2.6,163,-0.004,-0.002
1302999,12.6,2.4,163,-0.004,0
1303999,12.6,2.4,165,-0.004,0
1305000,12.6,2.5,165,-0.004,0
1306000,12.6,2.7,165,-0.004,0
1307000,12.6,2.5,156,-0.004,0
1308000,12.6,2.6,150,-0.004,0
1309001,12.6,2.5,160,-0.004,0
1309999,12.6,2.8,169,-0.004,0
1310999,12.6,2.7,157,-0.004,0
1312000,12.6,2.7,152,-0.004,0
1313000,12.6,2.7,155,-0.004,0
1314000,12.6,2.8,164,-0.004,0
1315000,12.6,2.9,163,-0.004,0
1316000,12.6,2.7,163,-0.004,0
1317000,12.6,2.7,163,-0.004,0
1318000,12.6,2.8,163,-0.004,0
1319000,12.6,2.7,160,-0.004,0
1319999,12.6,2.9,163,-0.004,0
1321000,12.6,2.9,163,-0.004,0
1321999,12.6,2.9,165,-0.004,0
1322999,12.6,2.8,166,-0.004,0
1323999,12.6,2.7,165,-0.004,0
1325000,12.6,2.8,165,-0.004,0
1326000,12.6,2.9,163,-0.004,0
1327000,12.6,2.6,165,-0.004,0
1327999,12.6,2.6,163,-0.004,0
1329000,12.6,2.7,166,-0.004,0
1330000,12.6,2.6,166,-0.004,0
1330999,12.6,2.7,165,-0.004,0
1332000,12.6,2.8,163,-0.004,0
1333000,12.6,2.9,161,-0.004,0
1334000,12.6,3.2,170,-0.004,0
1334999,12.6,3.3,169,-0.004,0
1335999,12.6,2.9,158,-0.004,0
1336999,12.6,2.8,161,-0.004,0
1337999,12.6,2.9,163,-0.004,0
1339000,12.6,3,168,-0.004,0
1340000,12.6,2.9,171,-0.004,0
1341000,12.6,3,172,-0.004,0
1342000,12.6,2.9,169,-0.004,0
1343001,12.6,2.8,164,-0.004,0
1344000,12.6,2.9,161,-0.004,0
1345000,12.6,2.6,164,-0.004,0
1346000,12.6,2.7,165,-0.004,0
1346999,12.6,3,161,-0.004,0
1348999,12.6,3.2,168,-0.004,0
1349999,12.6,3.1,168,-0.004,0
1351000,12.6,2.9,168,-0.004,0
1351999,12.6,2.8,167,-0.004,0
1353000,12.6,2.5,166,-0.004,0
1354000,12.6,2.4,163,-0.004,0
1354999,12.6,2.5,163,-0.004,0
1356000,12.6,2.4,161,-0.004,0
1357000,12.6,2.5,162,-0.004,0
1358001,12.6,2.5,162,-0.004,0
1359000,12.6,2.7,154,-0.004,0
1360000,12.6,2.9,157,-0.004,0
1361000,12.6,2.8,154,-0.004,0
